Primary Column,Location,Field,Latitude,Longitude,PlantingDate
,	USCL 7603	,	107N	,	39.782004	,	-90.030219	,	2022-05-12
,	USCL 7603	,	109N	,	39.782004	,	-90.030219	,	2022-05-12
,	USCL 7603	,	113N	,	39.782004	,	-90.030219	,	2022-05-12
,	USCL 7603	,	192N	,	39.782004	,	-90.030219	,	2022-05-12
,	USCL 7603	,	181C	,	39.782004	,	-90.030219	,	2022-05-11
,	USCL 7612	,	108N	,	40.57514	,	-90.799812	,	2022-05-15
,	USCL 7612	,	111N	,	40.57514	,	-90.799812	,	2022-05-15
,	USCL 7612	,	110N	,	40.57514	,	-90.799812	,	2022-05-15
,	USCL 7612	,	109N	,	40.57514	,	-90.799812	,	2022-05-15
,	USCL 7612	,	103N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	161N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	191C	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	106N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	104N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	102N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	107N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7612	,	105N	,	40.57514	,	-90.799812	,	2022-05-13
,	USCL 7621	,	101E	,	40.780305	,	-88.934888	,	2022-05-18
,	USCL 7621	,	103E	,	40.780305	,	-88.934888	,	2022-05-18
,	USCL 7621	,	102E	,	40.780305	,	-88.934888	,	2022-05-18
,	USCL 7623	,	110N	,	39.698411	,	-89.350961	,	2022-04-30
,	USCL 7623	,	161N	,	39.698411	,	-89.350961	,	2022-04-30
,	USCL 7623	,	191C	,	39.698411	,	-89.350961	,	2022-04-30
,	USCL 7623	,	107N	,	39.698411	,	-89.350961	,	2022-04-29
,	USCL 7623	,	108N	,	39.698411	,	-89.350961	,	2022-04-29
,	USCL 7623	,	106N	,	39.698411	,	-89.350961	,	2022-04-29
,	USCL 7623	,	109N	,	39.698411	,	-89.350961	,	2022-04-29
,	USCL 7623	,	105N	,	39.698411	,	-89.350961	,	2022-04-13
,	USCL 7623	,	104N	,	39.698411	,	-89.350961	,	2022-04-13
,	USCL 7623	,	103N	,	39.698411	,	-89.350961	,	2022-04-13
,	USCL 7623	,	102N	,	39.698411	,	-89.350961	,	2022-04-13
,	USCL 7623	,	101N	,	39.698411	,	-89.350961	,	2022-04-13
,	USCL 7628	,	103B	,	40.392889	,	-89.05313599999999	,	2022-05-30
,	USCL 7628	,	105B	,	40.392889	,	-89.05313599999999	,	2022-05-30
,	USCL 7628	,	104B	,	40.392889	,	-89.05313599999999	,	2022-05-30
,	USCL 7628	,	101B	,	40.392889	,	-89.05313599999999	,	2022-05-30
,	USCL 7628	,	102B	,	40.392889	,	-89.05313599999999	,	2022-05-30
,	USCL 7632	,	108N	,	40.214752	,	-88.90563	,	2022-05-11
,	USCL 7632	,	109N	,	40.214752	,	-88.90563	,	2022-05-11
,	USCL 7632	,	106N	,	40.214752	,	-88.90563	,	2022-05-11
,	USCL 7632	,	204N	,	40.214752	,	-88.90563	,	2022-05-10
,	USCL 7632	,	291C	,	40.214752	,	-88.90563	,	2022-05-10
,	USCL 7632	,	282C	,	40.214752	,	-88.90563	,	2022-05-10
,	USCL 7632	,	283C	,	40.214752	,	-88.90563	,	2022-05-10
,	USCL 7632	,	281C	,	40.214752	,	-88.90563	,	2022-05-10
,	USCL 7632	,	202N	,	40.214752	,	-88.90563	,	2022-05-02
,	USCL 7632	,	201N	,	40.214752	,	-88.90563	,	2022-05-02
,	USCL 7632	,	261N	,	40.214752	,	-88.90563	,	2022-05-02
,	USCL 7632	,	203N	,	40.214752	,	-88.90563	,	2022-05-02
,	USCL 7632	,	105N	,	40.214752	,	-88.90563	,	2022-04-30
,	USCL 7632	,	103N	,	40.214752	,	-88.90563	,	2022-04-30
,	USCL 7632	,	101N	,	40.214752	,	-88.90563	,	2022-04-30
,	USCL 7632	,	102N	,	40.214752	,	-88.90563	,	2022-04-30
,	USCL 7632	,	104N	,	40.214752	,	-88.90563	,	2022-04-30
,	USCL 7636	,	192N	,	39.86488	,	-88.379631	,	2022-05-12
,	USCL 7636	,	161N	,	39.86488	,	-88.379631	,	2022-05-12
,	USCL 7636	,	191N	,	39.86488	,	-88.379631	,	2022-05-12
,	USCL 7636	,	101N	,	39.86488	,	-88.379631	,	2022-05-11
,	USCL 7636	,	106N	,	39.86488	,	-88.379631	,	2022-05-11
,	USCL 7636	,	105N	,	39.86488	,	-88.379631	,	2022-05-11
,	USCL 7636	,	102N	,	39.86488	,	-88.379631	,	2022-05-11
,	USCL 7636	,	104N	,	39.86488	,	-88.379631	,	2022-05-11
,	USCL 7636	,	103N	,	39.86488	,	-88.379631	,	2022-05-11
,	USCL 7637	,	101M	,	40.516181	,	-89.362526	,	2022-05-23
,	USCL 7637	,	102M	,	40.516181	,	-89.362526	,	2022-05-23
,	USCL 7637	,	105M	,	40.516181	,	-89.362526	,	2022-05-23
,	USCL 7637	,	103M	,	40.516181	,	-89.362526	,	2022-05-23
,	USCL 7637	,	104M	,	40.516181	,	-89.362526	,	2022-05-23
,	USCL 7638	,	101L	,	41.200179	,	-88.945768	,	2022-05-20
,	USCL 7638	,	103L	,	41.200179	,	-88.945768	,	2022-05-20
,	USCL 7638	,	102L	,	41.200179	,	-88.945768	,	2022-05-20
,	USCL 7664	,	105S	,	40.021721	,	-88.691783	,	2022-05-14
,	USCL 7664	,	106S	,	40.021721	,	-88.691783	,	2022-05-14
,	USCL 7664	,	101S	,	40.021721	,	-88.691783	,	2022-05-14
,	USCL 7664	,	102S	,	40.021721	,	-88.691783	,	2022-05-14
,	USCL 7664	,	103S	,	40.021721	,	-88.691783	,	2022-05-14
,	USCL 7664	,	104S	,	40.021721	,	-88.691783	,	2022-05-14
,	USCL 7667	,	102T	,	39.640071	,	-89.328486	,	2022-05-13
,	USCL 7667	,	101T	,	39.640071	,	-89.328486	,	2022-05-13
,	USCL 7667	,	103T	,	39.640071	,	-89.328486	,	2022-05-13
,	USCL 7667	,	104T	,	39.640071	,	-89.328486	,	2022-05-13
,	USCL 7F06	,	101N	,	40.49426	,	-89.743989	,	2022-05-17
,	USCL 7F06	,	161N	,	40.49426	,	-89.743989	,	2022-05-17
,	USCL 7F15	,	102N	,	40.34997252	,	-91.02581843999999	,	2022-05-16
,	USCL 7F15	,	161N	,	40.34997252	,	-91.02581843999999	,	2022-05-16
,	USCL 7F17	,	161N	,	40.365944	,	-90.520011	,	2022-05-16
,	USCL 7F20	,	102C	,	40.59958902	,	-89.39476766	,	2022-05-18
,	USCL 7F20	,	161N	,	40.59958902	,	-89.39476766	,	2022-05-18
,	USCL 7F34	,	161N	,	39.700484	,	-89.341544	,	2022-04-29
,	USCL 7F34	,	102N	,	39.700484	,	-89.341544	,	2022-04-29
,	USCL 7F41	,	102C	,	39.726665	,	-87.632181	,	2022-05-13
,	USCL 7F41	,	161N	,	39.726665	,	-87.632181	,	2022-05-13
,	USCL 7G03	,	102N	,	39.834202	,	-86.646747	,	2022-06-01
,	USCL 7G03	,	161N	,	39.834202	,	-86.646747	,	2022-06-01
,	USCL 9301	,	101N	,	30.60048	,	-97.29958000000001	,	2022-03-16
,	USCL 9302	,	102N	,	29.40384166	,	-99.1857894	,	2022-03-14
,	USCL 9302	,	103N	,	29.40384166	,	-99.1857894	,	2022-03-14
,	USCL 9302	,	101N	,	29.40384166	,	-99.1857894	,	2022-03-14
,	USCL 9302	,	104N	,	29.40384166	,	-99.1857894	,	2022-03-14
,	USCL 9313	,	101N	,	30.5441	,	-96.4328	,	2022-03-17
,	USCL 9314	,	102N	,	29.07161735	,	-95.9707642	,	2022-03-29
,	USCL 9314	,	101N	,	29.07161735	,	-95.9707642	,	2022-03-29
,	USCL 9314	,	103N	,	29.07161735	,	-95.9707642	,	2022-03-29
,	USCL 9316	,	104N	,	30.600403	,	-97.56142	,	2022-03-20
,	USCL 9316	,	102N	,	30.600403	,	-97.56142	,	2022-03-20
,	USCL 9316	,	103N	,	30.600403	,	-97.56142	,	2022-03-20
,	USCL 9316	,	101N	,	30.600403	,	-97.56142	,	2022-03-20
,	USCL 9320	,	102N	,	29.04885167	,	-96.48135225	,	2022-03-28
,	USCL 9320	,	101N	,	29.04885167	,	-96.48135225	,	2022-03-28
,	USCL 9320	,	103N	,	29.04885167	,	-96.48135225	,	2022-03-28
,	USCL 9322	,	103N	,	28.78833638	,	-96.84228452000001	,	2022-03-13
,	USCL 9322	,	101N	,	28.78833638	,	-96.84228452000001	,	2022-03-13
,	USCL 9322	,	102N	,	28.78833638	,	-96.84228452000001	,	2022-03-13
,	USCL 9325	,	103N	,	31.3299837	,	-97.12875407999999	,	2022-03-20
,	USCL 9325	,	102N	,	31.3299837	,	-97.12875407999999	,	2022-03-20
,	USCL 9325	,	101N	,	31.3299837	,	-97.12875407999999	,	2022-03-20
,	USCL 9814	,	103N	,	32.0476111	,	-84.36986111	,	2022-04-13
,	USCL 9814	,	101N	,	32.0476111	,	-84.36986111	,	2022-04-13
,	USCL 9821	,	1453	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	W103	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	1452	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	1451	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	W102	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	1443	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	W101	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9821	,	1450	,	31.5149167	,	-83.54727778	,	2022-04-12
,	USCL 9842	,	102N	,	32.8783056	,	-82.20983333	,	2022-04-19
,	USCL 9842	,	101N	,	32.8783056	,	-82.20983333	,	2022-04-19
,	USCL 9926	,	861N	,	34.4581	,	-79.4461	,	2022-04-08
,	USCL 9926	,	101N	,	34.4581	,	-79.4461	,	2022-04-08
,	USCL 9940	,	101N	,	35.8087	,	-77.39400000000001	,	2022-04-13
,	USCL 9C15	,	101N	,	29.33676689	,	-96.12086838	,	2022-03-10
,	USCL 9C23	,	102N	,	31.916485	,	-96.96456000000001	,	2022-03-19
,	USCL 9C23	,	101N	,	31.916485	,	-96.96456000000001	,	2022-03-19
,	USCL 9C23	,	103N	,	31.916485	,	-96.96456000000001	,	2022-03-19
,	USCL 9J03	,	FLD1	,	36.2685	,	-76.2392	,	2022-04-15
,	USCL 9J03	,	FLD2	,	36.2685	,	-76.2392	,	2022-04-15
,	USGO 1333	,	161C	,	48.731514	,	-97.71905599999999	,	2022-06-07
,	USGO 1333	,	105N	,	48.731514	,	-97.71905599999999	,	2022-06-07
,	USGO 1333	,	103C	,	48.731514	,	-97.71905599999999	,	2022-06-07
,	USGO 1333	,	104N	,	48.731514	,	-97.71905599999999	,	2022-06-07
,	USGO 1333	,	102C	,	48.731514	,	-97.71905599999999	,	2022-06-07
,	USGO 1333	,	191N	,	48.731514	,	-97.71905599999999	,	2022-06-07
,	USGO 1335	,	102C	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	103C	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	106N	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	104N	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	107N	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	105N	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	161C	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1335	,	191N	,	47.859716	,	-97.578093	,	2022-05-26
,	USGO 1344	,	191N	,	47.804525	,	-97.41076099999999	,	2022-05-25
,	USGO 1344	,	104N	,	47.804525	,	-97.41076099999999	,	2022-05-25
,	USGO 1344	,	102C	,	47.804525	,	-97.41076099999999	,	2022-05-25
,	USGO 1344	,	161C	,	47.804525	,	-97.41076099999999	,	2022-05-25
,	USGO 1344	,	103C	,	47.804525	,	-97.41076099999999	,	2022-05-25
,	USGO 1344	,	105N	,	47.804525	,	-97.41076099999999	,	2022-05-25
,	USGO 1409	,	191N	,	47.711663	,	-95.538138	,	2022-06-08
,	USGO 1409	,	103N	,	47.711663	,	-95.538138	,	2022-06-08
,	USGO 1409	,	102N	,	47.711663	,	-95.538138	,	2022-06-08
,	USGO 1409	,	161N	,	47.711663	,	-95.538138	,	2022-06-08
,	USGO 1409	,	104N	,	47.711663	,	-95.538138	,	2022-06-08
,	USGO 1409	,	105N	,	47.711663	,	-95.538138	,	2022-06-08
,	USGO 1C11	,	161N	,	47.563142	,	-100.960648	,	2022-06-01
,	USGO 1C11	,	102N	,	47.563142	,	-100.960648	,	2022-06-01
,	USGO 1C21	,	107N	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	105N	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	191N	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	161C	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	103C	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	104N	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	106N	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C21	,	102C	,	47.561758	,	-98.969656	,	2022-06-03
,	USGO 1C24	,	161N	,	47.527326	,	-98.243381	,	2022-05-26
,	USGO 1C24	,	102N	,	47.527326	,	-98.243381	,	2022-05-26
,	USGO 1C26	,	102C	,	47.528254	,	-98.243332	,	2022-05-26
,	USGO 1C26	,	103C	,	47.528254	,	-98.243332	,	2022-05-26
,	USGO 1C26	,	161C	,	47.528254	,	-98.243332	,	2022-05-26
,	USGO 1C36	,	161N	,	48.63937	,	-97.795731	,	2022-06-04
,	USGO 1C36	,	102N	,	48.63937	,	-97.795731	,	2022-06-04
,	USGO 1C37	,	102N	,	47.803793	,	-97.40380999999999	,	2022-05-25
,	USGO 1C37	,	161N	,	47.803793	,	-97.40380999999999	,	2022-05-25
,	USGO 2329	,	105N	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	107N	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	161C	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	103C	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	191N	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	104N	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	106N	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2329	,	102C	,	46.645232	,	-97.983692	,	2022-06-03
,	USGO 2341	,	112N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	116N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	118N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	115N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	117N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	114N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	109N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	107N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	108N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	113N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	111N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 2341	,	110N	,	46.834013	,	-97.493714	,	2022-06-02
,	USGO 24H2	,	101C	,	46.895848	,	-96.527235	,	2022-06-09
,	USGO 2C28	,	102C	,	46.93545	,	-98.213634	,	2022-06-08
,	USGO 2C28	,	161C	,	46.93545	,	-98.213634	,	2022-06-08
,	USGO 2D02	,	103C	,	46.919521	,	-96.649674	,	2022-05-24
,	USGO 2D02	,	161C	,	46.919521	,	-96.649674	,	2022-05-24
,	USGO 2D02	,	102C	,	46.919521	,	-96.649674	,	2022-05-24
,	USGO 3C02	,	102C	,	46.232312	,	-97.11486499999999	,	2022-06-04
,	USGO 3C02	,	161C	,	46.232312	,	-97.11486499999999	,	2022-06-04
,	USGO 3C02	,	103C	,	46.232312	,	-97.11486499999999	,	2022-06-04
,	USHI 7F01	,	101N	,	39.275185	,	-89.336856	,	2022-05-12
,	USHI 7F01	,	162N	,	39.275185	,	-89.336856	,	2022-05-12
,	USHI 8541	,	102N	,	37.094437	,	-89.456418	,	2022-05-04
,	USHI 8541	,	164N	,	37.094437	,	-89.456418	,	2022-05-04
,	USHI 8541	,	103C	,	37.094437	,	-89.456418	,	2022-05-04
,	USHI 8541	,	101N	,	37.094437	,	-89.456418	,	2022-05-04
,	USHI 8602	,	102N	,	38.554145	,	-89.73587999999999	,	2022-05-14
,	USHI 8602	,	104N	,	38.554145	,	-89.73587999999999	,	2022-05-14
,	USHI 8602	,	161N	,	38.554145	,	-89.73587999999999	,	2022-05-14
,	USHI 8602	,	103N	,	38.554145	,	-89.73587999999999	,	2022-05-14
,	USHI 8604	,	109N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	102N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	101N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	203N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	108N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	202N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	105N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	106N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	104N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	103N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	1610N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	201N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	204N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8604	,	107N	,	39.164553	,	-90.136186	,	2022-05-31
,	USHI 8607	,	101N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	1617N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	107N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	103N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	104N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	115N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	102N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	113N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	111N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	106N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	112N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	105N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	116C	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	108N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	110N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	109N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8607	,	114N	,	38.795763	,	-89.59838999999999	,	2022-06-03
,	USHI 8702	,	161N	,	38.274521	,	-87.642343	,	2022-04-28
,	USHI 8702	,	104N	,	38.274521	,	-87.642343	,	2022-04-28
,	USHI 8702	,	103N	,	38.274521	,	-87.642343	,	2022-04-28
,	USHI 8702	,	102N	,	38.274521	,	-87.642343	,	2022-04-28
,	USHI 8702	,	105N	,	38.274521	,	-87.642343	,	2022-04-28
,	USHI 8702	,	191N	,	38.274521	,	-87.642343	,	2022-04-28
,	USHI 8F11	,	101N	,	38.192467	,	-89.300653	,	2022-05-17
,	USHI 8F11	,	162N	,	38.192467	,	-89.300653	,	2022-05-17
,	USHI 8F35	,	102N	,	38.790038	,	-88.063028	,	2022-05-02
,	USHI 8F35	,	105N	,	38.790038	,	-88.063028	,	2022-05-02
,	USHI 8F35	,	104N	,	38.790038	,	-88.063028	,	2022-05-02
,	USHI 8F35	,	161N	,	38.790038	,	-88.063028	,	2022-05-02
,	USHI 8F35	,	103N	,	38.790038	,	-88.063028	,	2022-05-02
,	USHI 8F35	,	106N	,	38.790038	,	-88.063028	,	2022-05-02
,	USHI 8F44	,	101N	,	37.72064	,	-88.4342	,	2022-05-03
,	USHI 8F44	,	162N	,	37.72064	,	-88.4342	,	2022-05-03
,	USHI 8G08	,	101C	,	37.551787	,	-87.41013	,	2022-05-03
,	USHI 8G08	,	162N	,	37.551787	,	-87.41013	,	2022-05-03
,	USHI 8G11	,	102N	,	36.856732	,	-88.727175	,	2022-04-29
,	USHI 8G11	,	163N	,	36.856732	,	-88.727175	,	2022-04-29
,	USHI 8G11	,	101N	,	36.856732	,	-88.727175	,	2022-04-29
,	USHI 8G15	,	101C	,	38.436109	,	-86.995519	,	2022-05-02
,	USHI 8G15	,	162N	,	38.436109	,	-86.995519	,	2022-05-02
,	USHI 8Z17	,	101C	,	39.878252	,	-92.204964	,	2022-05-16
,	USHI 8Z17	,	162N	,	39.878252	,	-92.204964	,	2022-05-16
,	USJA 2634	,	161N	,	44.58448	,	-88.248041	,	2022-06-02
,	USJA 2634	,	105N	,	44.58448	,	-88.248041	,	2022-06-02
,	USJA 2634	,	103N	,	44.58448	,	-88.248041	,	2022-06-02
,	USJA 2634	,	104N	,	44.58448	,	-88.248041	,	2022-06-02
,	USJA 2634	,	102C	,	44.58448	,	-88.248041	,	2022-06-02
,	USJA 2F03	,	102C	,	44.9776485	,	-91.00262857	,	2022-06-01
,	USJA 2F03	,	161N	,	44.9776485	,	-91.00262857	,	2022-06-01
,	USJA 2F32	,	161N	,	44.560701	,	-88.786407	,	2022-06-02
,	USJA 2F32	,	102C	,	44.560701	,	-88.786407	,	2022-06-02
,	USJA 3631	,	111N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	105N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	112N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	107N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	109N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	104N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	106N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	103N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	163N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	110N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	108N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	193N	,	43.681371	,	-88.664984	,	2022-06-01
,	USJA 3631	,	101N	,	43.681371	,	-88.664984	,	2022-05-31
,	USJA 3631	,	102N	,	43.681371	,	-88.664984	,	2022-05-31
,	USJA 3633	,	191N	,	43.905982	,	-88.906474	,	2022-06-01
,	USJA 3633	,	102N	,	43.905982	,	-88.906474	,	2022-06-01
,	USJA 3633	,	161N	,	43.905982	,	-88.906474	,	2022-05-31
,	USJA 3F25	,	102C	,	44.007565	,	-89.13390218000001	,	2022-05-31
,	USJA 3F25	,	161N	,	44.007565	,	-89.13390218000001	,	2022-05-31
,	USJA 3F38	,	102C	,	43.55914401	,	-88.02770751	,	2022-05-31
,	USJA 3F38	,	161N	,	43.55914401	,	-88.02770751	,	2022-05-31
,	USJA 4601	,	105N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4601	,	102N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4601	,	161N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4601	,	103N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4601	,	191N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4601	,	104N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4601	,	106N	,	44.080919	,	-91.284549	,	2022-05-30
,	USJA 4620	,	130N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	102N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	129N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	115N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	106N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	119N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	101N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	125N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	126N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	117N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	114N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	124N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	105N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	128N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	122N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	121N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	120N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	118N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	104N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	116N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	103N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	127N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	107N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	123N	,	42.979713	,	-89.455968	,	2022-06-01
,	USJA 4620	,	110N	,	42.979713	,	-89.455968	,	2022-05-24
,	USJA 4620	,	112N	,	42.979713	,	-89.455968	,	2022-05-24
,	USJA 4620	,	111N	,	42.979713	,	-89.455968	,	2022-05-24
,	USJA 4620	,	113N	,	42.979713	,	-89.455968	,	2022-05-24
,	USJA 4620	,	109N	,	42.979713	,	-89.455968	,	2022-05-24
,	USJA 4621	,	161N	,	43.330164	,	-89.51731100000001	,	2022-05-30
,	USJA 4621	,	102N	,	43.330164	,	-89.51731100000001	,	2022-05-30
,	USJA 4621	,	283C	,	43.330164	,	-89.51731100000001	,	2022-05-30
,	USJA 4621	,	201N	,	43.330164	,	-89.51731100000001	,	2022-05-30
,	USJA 4621	,	282N	,	43.330164	,	-89.51731100000001	,	2022-05-30
,	USJA 4621	,	191C	,	43.330164	,	-89.51731100000001	,	2022-05-30
,	USJA 4625	,	168N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	105N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	113N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	103N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	104N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	180C	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	106N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	198C	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	111N	,	42.676443	,	-88.883971	,	2022-05-24
